FSN,WriterID,Article Date,Source,Type,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
VPADX6SE42WEAGGW,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,120,http://www.flipkart.com/search?q=VPADX6SE42WEAGGW,http://www.collectablediecast.com/Lamborghini-Gallardo-Superleggera-118-Metallic-Orange--Maisto-Diecast-Cars_p_4022.html;http://www.collectablediecast.com/Lamborghini-Murcielago-Roadster-118-Purple--Maisto-Diecast-Models_p_11763.html,No
VPAEYSUQFZZFGUJA,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,95,http://www.flipkart.com/search?q=VPAEYSUQFZZFGUJA,http://www.collectablediecast.com/2003-Hummer-H2-SUV-118-Black--Maisto-Diecast-Models_p_4525.html,No
VPADM88PUQECRHZM,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,124,http://www.flipkart.com/search?q=VPADM88PUQECRHZM,http://www.brudertoys.com/en/usa/range/range-and-series/professional-series/commercial-vehicles/?tx_sortiment_pi1%5Bartnr%5D=02131&tx_sortiment_pi1%5Baction%5D=details,No
VPADTEW6HVDBMSER,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,140,http://www.flipkart.com/search?q=VPADTEW6HVDBMSER,http://www.brudertoys.com/en/usa/range/range-and-series/professional-series/construction/?tx_sortiment_pi1%5Bartnr%5D=03590&tx_sortiment_pi1%5Baction%5D=details,No
VPADM88PZUEXZBUG,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,135,http://www.flipkart.com/search?q=VPADM88PZUEXZBUG,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02080&tx_sortiment_pi1%5Baction%5D=details,No
BLCDWBNGWD9YEWTW,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,BlockConstruction,Lego,117,http://www.flipkart.com/search?q=BLCDWBNGWD9YEWTW,http://shop.lego.com/en-US/Lord-Business-Evil-Lair-70809,No
BLCDWEYWWTWHXXZB,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,BlockConstruction,Lego,124,http://www.flipkart.com/search?q=BLCDWEYWWTWHXXZB,http://shop.lego.com/en-US/Cargo-Truck-60020,No
AFGDQHGGYPH8DMKM,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,130,http://www.flipkart.com/search?q=AFGDQHGGYPH8DMKM,https://safariltd.com/products/view/dragons-forest-dragon-figurines-10155,No
AFGDVHPTXDVDWQBT,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,107,http://www.flipkart.com/search?q=AFGDVHPTXDVDWQBT,https://safariltd.com/products/view/dragons-dragon-king-figurines-10123,No
AFGDVHPTVTHHWZQG,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,107,http://www.flipkart.com/search?q=AFGDVHPTVTHHWZQG,https://safariltd.com/products/view/dragons-krystal-blue-dragon-figurines-10175,No
AFGDW2GHENX4JRNG,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,101,http://www.flipkart.com/search?q=AFGDW2GHENX4JRNG,https://safariltd.com/products/view/carnegie-dinosaurs-tyrannosaurus-rex-figurines-400101,No
AFGDVHPTNRBX9VH8,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,120,http://www.flipkart.com/search?q=AFGDVHPTNRBX9VH8,https://safariltd.com/products/view/wild-safari-wildlife-panda-figurines-228728,No
ACKE2GVP6GU2H8BN,76750,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ArtCraftKit,iBuckyBalls,104,http://www.flipkart.com/search?q=ACKE2GVP6GU2H8BN,http://www.ibuckyballs.in/Magnetic-Putty/Magnetic-Thinking-Putty---Red-id-928600.html,No
VPAEYSUQGFGNM5CB,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,154,http://www.flipkart.com/search?q=VPAEYSUQGFGNM5CB,NA,No
VPAEF8DUGN4BJFMN,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,145,http://www.flipkart.com/search?q=VPAEF8DUGN4BJFMN,NA,No
AFGDVHPTXYEEG4GH,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari,134,http://www.flipkart.com/search?q=AFGDVHPTXYEEG4GH,NA,No
VPADM88PQG6YSZZU,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,156,http://www.flipkart.com/search?q=VPADM88PQG6YSZZU,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=03053&tx_sortiment_pi1%5Baction%5D=details,No
VPADVGGAX6PFWED8,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,145,http://www.flipkart.com/search?q=VPADVGGAX6PFWED8,NA,No
VPADM88PGN9GVQHT,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,143,http://www.flipkart.com/search?q=VPADM88PGN9GVQHT,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=03053&tx_sortiment_pi1%5Baction%5D=details,No
CRSDUZDTJXEKHKJA,61904,2015-01-02,Inhouse,Regular Description,,BGM,BabyCare,,CarSeat,Chicco,158,http://www.flipkart.com/search?q=VPADZ888SHP7CMF3,NA,No
VPADVHKBBHB6PY3H,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Chicco,143,http://www.flipkart.com/search?q=VPADVHKBBHB6PY3H,http://www.redlily.com/chicco-ducati-r-c-race-edition,No
AFGDQCB2VUKAYGUK,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari,124,http://www.flipkart.com/search?q=AFGDQCB2VUKAYGUK,NA,No
AFGE2N8YR5GWXYSG,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari,132,http://www.flipkart.com/search?q=AFGE2N8YR5GWXYSG,NA,No
VPADM88PYURMMEZG,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,132,http://www.flipkart.com/search?q=VPADM88PYURMMEZG,NA,No
VPADAXZ6NQAHCVMX,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,145,http://www.flipkart.com/search?q=VPADAXZ6NQAHCVMX,NA,No
AFGDVHPTNJGVRGAE,61904,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari,133,http://www.flipkart.com/search?q=AFGDVHPTNJGVRGAE,NA,No
HSTDRJJ8ZCFPNKFZ,72187,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStyler,Panasonic,300,http://www.flipkart.com/search?q=HSTDRJJ8ZCFPNKFZ,http://www.flipkart.com/panasonic-eh-ka-71w-hair-styler/p/itmdrjj8nptqazpb?pid=HSTDRJJ8ZCFPNKFZ&otracker=start&q=HSTDRJJ8ZCFPNKFZ&as=off&as-show=off,No
HSTDNSYHFVAAGENV,72187,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStyler,Vidal,300,http://www.flipkart.com/search?q=HSTDNSYHFVAAGENV,http://www.flipkart.com/vidal-sassoon-vid-vsha6474-hair-styler/p/itmdnsygpjvyaawh?pid=HSTDNSYHFVAAGENV&otracker=start&q=HSTDNSYHFVAAGENV&as=off&as-show=off,No
HSTDFP6VFTMGRR7Y,72187,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStyler,Babyliss,300,http://www.flipkart.com/search?q=HSTDFP6VFTMGRR7Y,http://www.flipkart.com/babyliss-hair-curler-271ce/p/itmdfp6zbkwumewn?pid=HSTDFP6VFTMGRR7Y&otracker=start&q=HSTDFP6VFTMGRR7Y&as=off&as-show=off,No
WGYDYPBGVZYF5WWG,72187,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,WaterGeyser,Havells,300,http://www.flipkart.com/search?q=WGYDYPBGVZYF5WWG,http://www.flipkart.com/havells-monza-15-l-storage-water-geyser/p/itmdypbgw6gv7mjy?pid=WGYDYPBGVZYF5WWG&otracker=start&q=WGYDYPBGVZYF5WWG&as=off&as-show=off,No
WGYDXV5FT2CMZEHY,72187,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,WaterGeyser,Usha,300,http://www.flipkart.com/search?q=WGYDXV5FT2CMZEHY,http://www.flipkart.com/usha-verve-15-l-storage-water-geyser/p/itmdxv5f6kfndkhs?pid=WGYDXV5FT2CMZEHY&otracker=start&q=WGYDXV5FT2CMZEHY&as=off&as-show=off,No
9788131519295,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Cengage Learning India,165,http://www.flipkart.com/search?q=9788131519295,NA,No
9788131519806,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Cengage Learning India,171,http://www.flipkart.com/search?q=9788131519806,NA,No
9788131521595,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Cengage Learning India,169,http://www.flipkart.com/search?q=9788131521595,NA,No
9788131702086,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,181,http://www.flipkart.com/search?q=9788131521595,NA,No
9788131717592,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,179,http://www.flipkart.com/search?q=9788131717592,NA,No
9788131732557,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,168,http://www.flipkart.com/search?q=9788131732557,NA,No
9788131773444,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,177,http://www.flipkart.com/search?q=9788131773444,NA,No
9788131773772,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,181,http://www.flipkart.com/search?q=9788131773772,NA,No
9788131784792,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,188,http://www.flipkart.com/search?q=9788131784792,NA,No
9788131791349,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Pearson India,191,http://www.flipkart.com/search?q=9788131791349,NA,No
9788183488044,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Arihant Experts,169,http://www.flipkart.com/search?q=9788183488044,NA,No
9788183488976,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Arihant Experts,145,http://www.flipkart.com/search?q=9788183488976,NA,No
9788187414506,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Rachna Sagar,164,http://www.flipkart.com/search?q=9788187414506,NA,No
9788188222087,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Arihant Experts,165,http://www.flipkart.com/search?q=9788188222087,NA,No
9788188222346,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Arihant Experts,157,http://www.flipkart.com/search?q=9788188222346,NA,No
9788188237791,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Ik International,167,http://www.flipkart.com/search?q=9788188222346,NA,No
9788189757823,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,S. K. Kataria,177,http://www.flipkart.com/search?q=9788189757823,NA,No
9788189757908,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,S. K. Kataria,187,http://www.flipkart.com/search?q=9788189757908,NA,No
9789351271963,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Oswaal Books,177,http://www.flipkart.com/search?q=9789351271963,NA,No
9788121914383,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,S. Chand,210,http://www.flipkart.com/search?q=9788121914383,NA,No
9789383909742,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,MTG Learning Media,155,http://www.flipkart.com/search?q=9789383909742,NA,No
9788174091260,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Khanna Publishers,181,http://www.flipkart.com/search?q=9788174091260,NA,No
9788131910177,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,B. Jain,123,http://www.flipkart.com/search?q=9788174091260,NA,No
9788131222195,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Elsevier health Sciences,142,http://www.flipkart.com/search?q=9788131222195,NA,No
9789383909322,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,MTG Learning Media,161,http://www.flipkart.com/search?q=9788131222195,NA,No
9789383909681,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,MTG Learning Media,147,http://www.flipkart.com/search?q=9789383909681,NA,No
9781259097980,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,McGraw Hill Education,137,http://www.flipkart.com/search?q=9781259097980,NA,No
9789350631423,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Evergreen Publications,202,http://www.flipkart.com/search?q=9781259097980,NA,No
9789350361412,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Ratna Sagar,171,http://www.flipkart.com/search?q=9789350361412,NA,No
9788183577564,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Unique Publications,155,http://www.flipkart.com/search?q=9788183577564,NA,No
9788173136696,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Evergreen Publications,173,http://www.flipkart.com/search?q=9788173136696,NA,No
9788120311312,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Phi Learning,205,http://www.flipkart.com/search?q=9788173136696,NA,No
9789351377566,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Engineers Institute of India,131,http://www.flipkart.com/search?q=9789351377566,NA,No
9780198069188,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Oxford University Press,155,http://www.flipkart.com/search?q=9780198069188,NA,No
9788123918099,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,CBS PUblishers,178,http://www.flipkart.com/search?q=9788123918099,NA,No
9788123905594,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,CBS PUblishers,167,http://www.flipkart.com/search?q=9788123918099,NA,No
9789351418542,62509,2015-01-02,Inhouse,Regular Description,,BGM,Books-Academic,,Books,Arihant Experts,156,http://www.flipkart.com/search?q=9789351418542,NA,No
VPADXSYH6AJQZGU3,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Academy,122,http://www.flipkart.com/search?q=VPADXSYH6AJQZGU3,NA,No
VPADBFBNPKDMQNMU,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,119,http://www.flipkart.com/search?q=VPADBFBNPKDMQNMU,NA,No
VPADQQPCFHYFJYWH,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,113,http://www.flipkart.com/search?q=VPADQQPCFHYFJYWH,NA,No
VPAEYYX8ZDKSBJWY,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,115,http://www.flipkart.com/search?q=VPAEYYX8ZDKSBJWY,NA,No
VPAEYSUQTYXE4NTE,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,112,http://www.flipkart.com/search?q=VPAEYSUQTYXE4NTE,NA,No
VPAEF8DUQCKHHET7,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,117,http://www.flipkart.com/search?q=VPAEF8DUQCKHHET7,NA,No
VPADQQPCQKUZPRGP,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,112,http://www.flipkart.com/search?q=VPADQQPCQKUZPRGP,NA,No
VPAEYYX8RY4RTNG8,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,107,http://www.flipkart.com/search?q=VPAEYYX8RY4RTNG8,NA,No
VPADVGGAP7ZCUHDY,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,102,http://www.flipkart.com/search?q=VPADVGGAP7ZCUHDY,NA,No
VPAE2GZ65GZTYHPG,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Academy,103,http://www.flipkart.com/search?q=VPAE2GZ65GZTYHPG,NA,No
VPADQQPCYSJZUAKH,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,118,http://www.flipkart.com/search?q=VPADQQPCYSJZUAKH,NA,No
VPADZ888SHP7CMF3,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,113,http://www.flipkart.com/search?q=VPADZ888SHP7CMF3,NA,No
VPADQQPCFYE6RFJU,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,112,http://www.flipkart.com/search?q=VPADQQPCFYE6RFJU,NA,No
VPADK25BC2GZHHF8,73957,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,117,http://www.flipkart.com/search?q=VPADK25BC2GZHHF8,NA,No
9781840224337,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Drama,Wordsworth Classics,250,http://www.flipkart.com/search?q=9781840224337,NA,No
9780743482745,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Drama,Simon and Schuster,250,http://www.flipkart.com/search?q=9780743482745,NA,No
9788184747089,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Erotica,Mills and Boon,180,http://www.flipkart.com/search?q=9788184747089,NA,No
9780141321042,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Action & Adventure,Penguin Books Ltd.,280,http://www.flipkart.com/search?q=9780141321042,NA,No
9780141335704,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Fantasy,Penguin Books Ltd.,260,http://www.flipkart.com/search?q=9780141335704,NA,No
9781846530722,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Comics & Graphic Novels,Marvel Comics,275,http://www.flipkart.com/search?q=9781846530722,NA,No
9781846530517,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Comics & Graphic Novels,Marvel Comics,245,http://www.flipkart.com/search?q=9781846530517,NA,No
9780671662417,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,History & Politics,Ingram Intl. Inc.,280,http://www.flipkart.com/search?q=9780671662417,NA,No
9789380078625,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Mathematics,Maanu Graphics Publishers,176,http://www.flipkart.com/search?q=9789380078625,NA,No
9781409376507,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Reference,DK Publishers,200,http://www.flipkart.com/search?q=9781409376507,NA,No
9780007299768,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Mystery & Detective,Harper Collins,267,http://www.flipkart.com/search?q=9780007299768,NA,No
9780007361618,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Science Fiction & Fantasy,HarperCollins,280,http://www.flipkart.com/search?q=9780007361618,NA,No
9780553212280,62487,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Science Fiction & Fantasy,Random House LLC,278,http://www.flipkart.com/search?q=9780553212280,NA,No
AFGDVHPTNRB8ZUHY,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,148,http://www.flipkart.com/search?q=AFGDVHPTNRB8ZUHY,http://camphalfblood.wikia.com/wiki/Manticore,No
AFGDVHPT7HK5TZWU,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,157,http://www.flipkart.com/search?q=AFGDVHPT7HK5TZWU,NA,No
AFGDQCB2RF2XYWNC,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,118,http://www.flipkart.com/search?q=AFGDQCB2RF2XYWNC,NA,No
AFGDYVZKZ8EZZYF4,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,130,http://www.flipkart.com/search?q=AFGDYVZKZ8EZZYF4,NA,No
AFGDQDB3WEQBXZ3N,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,157,http://www.flipkart.com/search?q=AFGDQDB3WEQBXZ3N,NA,No
AFGDQCB2GKGJYUUH,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,130,http://www.flipkart.com/search?q=AFGDQCB2GKGJYUUH,NA,No
AFGDTGNJWZFKYUFU,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,133,http://www.flipkart.com/search?q=AFGDTGNJWZFKYUFU,NA,No
AFGDQGXDWSYMEVJN,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,117,http://www.flipkart.com/search?q=AFGDQGXDWSYMEVJN,NA,No
AFGDVNCAYRKYHDTM,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,137,http://www.flipkart.com/search?q=AFGDVNCAYRKYHDTM,NA,No
AFGDPH6BTFHBS9H7,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,143,http://www.flipkart.com/search?q=AFGDPH6BTFHBS9H7,http://animals.nationalgeographic.com/animals/reptiles/eastern-diamondback-rattlesnake/,No
AFGDV9Y2HQY8NZ6Q,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,141,http://www.flipkart.com/search?q=AFGDV9Y2HQY8NZ6Q,NA,No
AFGDQCB2VDBU8DEC,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,155,http://www.flipkart.com/search?q=AFGDQCB2VDBU8DEC,NA,No
PUZDQGQE8FZSFDXH,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,Puzzle,iBucky,121,http://www.flipkart.com/search?q=PUZDQGQE8FZSFDXH,NA,No
DDHE2A67XXWPZTMP,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,DollAndDollHouse,Barbie,118,http://www.flipkart.com/search?q=DDHE2A67XXWPZTMP,NA,No
AFGDQCB23FWEQFFC,74839,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,122,http://www.flipkart.com/search?q=AFGDQCB23FWEQFFC,NA,No
LMVDU8WUXZM7FDPQ,72891,2015-01-05,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,Lawnmower,Falcon,400,http://www.flipkart.com/search?q=LMVDU8WUXZM7FDPQ,FK Site,No
WGYDZFHCDZGZZCH2,72891,2015-01-05,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,WaterGeyser,Bajaj,400,http://www.flipkart.com/search?q=WGYDZFHCDZGZZCH2,http://shop.bajajelectricals.com/Bajaj-Flora-3L-3Kw-Instant-water-heater-pc-110-33.aspx,No
WATEFBEHGCFWUVMP,72891,2015-01-05,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,WaterGeyser,Gesture,400,http://www.flipkart.com/search?q=WATEFBEHGCFWUVMP,FK Site,No
WATEFBEHGCFWUVMP,72891,2015-01-05,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,WaterGeyser,Gesture,400,http://www.flipkart.com/search?q=WATEFBEHGCFWUVMP,FK Site,No
WATEY9PTGWGKMZRE,72891,2015-01-05,Inhouse,Rich Product Description,,Softline,Watch,,WristWatch,Sonata,400,http://www.flipkart.com/search?q=WATEY9PTGWGKMZRE,FK Site,No
CBKDYP8XKSCCGXZK,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Deborah Milano,85,http://www.flipkart.com/search?q=CBKDYP8XKSCCGXZK,NA,No
CBKDRVP5VKW6VUEA,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Bare Essentials,75,http://www.flipkart.com/search?q=CBKDRVP5VKW6VUEA,NA,No
CBKDRYV83EAPHGFF,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Bare Essentials,77,http://www.flipkart.com/search?q=CBKDRYV83EAPHGFF,NA,No
CBKDZB9PG8S8ZFC7,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Maybelline,97,http://www.flipkart.com/search?q=CBKDZB9PG8S8ZFC7,NA,No
CBKDZB9PSSWHRB88,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Maybelline,83,http://www.flipkart.com/search?q=CBKDZB9PSSWHRB88,NA,No
CBKDZF3ZHSDUSVMW,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,VLCC,123,http://www.flipkart.com/search?q=CBKDZF3ZHSDUSVMW,http://www.vlccpersonalcare.com/product/Men+Active+Light+Fairness+Moisturiser/195/#.VKpawdKUdUs;http://www.vlccpersonalcare.com/product/Men+Active+Light+Face+Scrub/193/#.VKpb0dKUdUs,No
CBKDZSJ2NQN35XRN,56035,2015-01-05,Inhouse,Regular Description,,BGM,HealthBeauty,,ComboAndKit,Paul Mitchell,114,http://www.flipkart.com/search?q=CBKDZSJ2NQN35XRN,https://www.paulmitchell.com/our-products/tea-tree/tea-tree-lemon-sage/lemon-sage-thickening-shampoo/;https://www.paulmitchell.com/our-products/tea-tree/tea-tree-lemon-sage/lemon-sage-thickening-conditioner/,No
